Seq 1:
0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000
0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000
0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000
0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000
0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000
0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000
0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000
4.583854 	 0.000000 	 -0.095589 	 1.335784 	 0.000000 	 0.000000 	 0.000000
4.583854 	 0.000000 	 -0.095589 	 1.335784 	 0.000000 	 0.000000 	 0.000000
4.583854 	 0.000000 	 -0.095589 	 1.335784 	 0.000000 	 0.000000 	 0.000000
4.583854 	 0.000000 	 -0.095589 	 1.335784 	 0.000000 	 0.000000 	 0.000000
4.583854 	 0.000000 	 -0.095589 	 1.335784 	 0.000000 	 0.000000 	 0.000000
4.583854 	 0.000000 	 -0.095589 	 1.335784 	 0.000000 	 0.000000 	 0.000000
4.583854 	 0.000000 	 -0.095589 	 1.335784 	 0.000000 	 0.000000 	 0.000000
4.583854 	 1.404513 	 -0.095589 	 1.335784 	 0.000000 	 0.000000 	 1.613888
4.583854 	 1.404513 	 -0.095589 	 1.335784 	 0.000000 	 0.000000 	 1.613888
4.583854 	 1.404513 	 -0.095589 	 1.335784 	 0.000000 	 0.000000 	 1.613888
4.583854 	 1.404513 	 -0.095589 	 1.335784 	 0.000000 	 0.000000 	 1.613888
4.583854 	 1.404513 	 -0.095589 	 1.335784 	 0.000000 	 0.000000 	 1.613888
4.583854 	 1.404513 	 -0.095589 	 1.335784 	 0.000000 	 0.000000 	 1.613888
4.583854 	 1.404513 	 -0.095589 	 1.335784 	 0.000000 	 0.000000 	 1.613888
4.583854 	 1.404513 	 -0.095589 	 1.335784 	 0.000000 	 0.000000 	 1.613888
4.583854 	 1.404513 	 -0.095589 	 1.335784 	 0.000000 	 0.000000 	 1.613888
4.583854 	 1.404513 	 -0.095589 	 1.335784 	 0.000000 	 0.000000 	 1.613888
4.583854 	 1.404513 	 -0.095589 	 1.335784 	 0.000000 	 0.000000 	 1.613888
4.583854 	 1.404513 	 -0.095589 	 1.335784 	 0.000000 	 0.000000 	 1.613888
4.583854 	 1.404513 	 -0.095589 	 1.335784 	 0.000000 	 0.000000 	 1.613888
4.583854 	 1.404513 	 -0.095589 	 1.335784 	 0.000000 	 0.000000 	 1.613888
4.583854 	 1.404513 	 -0.095589 	 1.335784 	 0.000000 	 0.000000 	 1.613888
4.583854 	 1.404513 	 -0.095589 	 1.335784 	 0.000000 	 0.000000 	 1.613888
1.404513 	 1.404513 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 2.014960
1.404513 	 1.404513 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 2.014960
1.404513 	 1.404513 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 2.014960
